,types,deg,bet,clos,eig
PPP1CB,TRUE,18,1745.261401,0.000192382,0.115485296
PPP1CC,TRUE,24,2898.966932,0.000196773,0.194427344
PPP1R12A,TRUE,21,2076.258569,0.000186428,0.109662476
PPP2CA,TRUE,27,3619.559861,0.000187617,0.076357799
PPP2CB,TRUE,7,332.6181901,0.000182548,0.040721079
PPP2R1A,TRUE,10,1434.373841,0.000188964,0.15075414
PPP2R1B,TRUE,23,4314.347665,0.000193874,0.146505882
PPP2R2A,TRUE,26,3478.845586,0.000197472,0.259152707
PPP2R2D,TRUE,1,0,0.000164853,0.009661491
PRKCA,TRUE,14,1116.092163,0.000192012,0.099513469
PRKCB,TRUE,22,3131.681722,0.000190621,0.220196024
PRKCD,TRUE,21,2501.816437,0.000192901,0.216636032
PRKCI,TRUE,3,21.54166435,0.000185117,0.051117098
PSEN1,TRUE,6,258.9930931,0.000180897,0.038558719
PTEN,TRUE,65,13614.81074,0.000204415,0.625816843
PTK2,TRUE,7,171.5560147,0.000185185,0.066940375
PXN,TRUE,5,171.5379258,0.000187688,0.061263278
RAB13,TRUE,19,3611.957205,0.000186359,0.07051638
RAC1,TRUE,36,6117.879177,0.000197083,0.164689299
RAC2,TRUE,1,0,0.000173792,0.017436326
RAC3,TRUE,4,886.7131844,0.000167729,0.012396768
RAF1,TRUE,11,1253.551935,0.000191865,0.137776531
RHOA,TRUE,32,5422.267094,0.00019802,0.186130999
ROCK1,TRUE,9,405.9256903,0.000189036,0.075119137
ROCK2,TRUE,17,1625.311006,0.000191278,0.097420085
RRAS,TRUE,2,15.98296964,0.000183083,0.034624561
RRAS2,TRUE,26,3956.209762,0.00019685,0.285190172
SMAD2,TRUE,30,4479.904251,0.000196696,0.188573854
SMAD3,TRUE,14,847.4875398,0.000195084,0.222226941
SMAD4,TRUE,46,6515.141896,0.000200642,0.504399227
SOS1,TRUE,8,1057.321379,0.000186776,0.056845417
SOS2,TRUE,12,773.597517,0.000190404,0.07788023
SPRY2,TRUE,7,167.5090501,0.000189897,0.080115725
SPTAN1,TRUE,2,9.477450069,0.00017618,0.025883004
SRC,TRUE,6,151.4737163,0.000180701,0.041677376
SYMPK,TRUE,6,180.3755586,0.000186359,0.056945032
TCF7,TRUE,2,0.197570632,0.000164908,0.018517974
TCF7L1,TRUE,5,38.46099381,0.000170184,0.030939204
TCF7L2,TRUE,43,9399.910708,0.000195084,0.354932841
TGFB1,TRUE,13,659.2226895,0.000191131,0.136747668
TGFB2,TRUE,18,2957.514449,0.000180766,0.059948838
TJP1,TRUE,17,1627.17455,0.00019478,0.153425494
TJP2,TRUE,5,165.0612673,0.000190114,0.070578861
TJP3,TRUE,4,92.67068801,0.00017343,0.02485419
TP53,TRUE,49,11756.40328,0.000201939,0.407691312
VAPA,TRUE,12,380.6899641,0.000182682,0.075796239
VAV2,TRUE,17,1219.538039,0.000196155,0.253490971
VAV3,TRUE,49,15328.63512,0.000198728,0.187662912
VCL,TRUE,22,1408.785316,0.000195236,0.31575074
WASF1,TRUE,4,268.6422079,0.000180375,0.036642289
WASF2,TRUE,13,3808.421419,0.000191498,0.084736619
WASL,TRUE,61,11610.43106,0.00020024,0.612077696
YBX3,TRUE,10,518.1505014,0.000196155,0.139222392
YES1,TRUE,18,866.1530367,0.000191571,0.172467873
ZEB1,TRUE,25,3295.026095,0.000193949,0.151168082
